Term Name,Work term Number,GR/UG,Standard Monthly Wage
2015 - Fall,W-3,UG,5050.00
2015 - Fall,W-1,UG,4183.94
2015 - Fall,W-3,UG,0.00
2015 - Fall,W-1,UG,1787.36
2015 - Fall,W-3,UG,0.00
2015 - Fall,W-3,UG,2166.66
2015 - Fall,W-2,UG,2650.00
2015 - Fall,W-7,UG,5499.44
2015 - Fall,W-3,UG,0.00
2015 - Fall,W-2,UG,0.00
2015 - Fall,W-3,UG,0.00
2015 - Fall,W-4,UG,3163.09
2015 - Fall,W-2,UG,0.00
2015 - Fall,W-2,UG,0.00
2015 - Fall,W-2,UG,0.00
2015 - Fall,W-2,UG,0.00
2015 - Fall,W-1,UG,3016.42
2015 - Fall,W-4,UG,3119.76
2015 - Fall,W-4,GR,4333.00
2015 - Fall,W-4,UG,2234.34
2015 - Fall,W-4,UG,3466.40
2015 - Fall,W-2,UG,0.00
2015 - Fall,W-1,UG,2166.50
2015 - Fall,W-4,UG,4000.44
2015 - Fall,W-1,UG,3000.00
2015 - Fall,W-4,UG,3932.75
2015 - Fall,W-3,UG,2785.00
2015 - Fall,W-6,UG,3028.55
2015 - Fall,W-4,UG,4700.00
2015 - Fall,W-1,GR,4488.99
2015 - Fall,W-1,UG,2911.78
2015 - Fall,W-4,UG,3986.36
2015 - Fall,W-4,UG,3639.72
2015 - Fall,W-6,UG,3813.04
2015 - Fall,W-4,UG,5957.88
2015 - Fall,W-4,UG,6768.15
2015 - Fall,W-3,UG,2785.00
2015 - Fall,W-3,UG,2881.45
2015 - Fall,W-4,UG,3639.72
2015 - Fall,W-3,UG,3110.01
2015 - Fall,W-4,UG,0.00
2015 - Fall,W-4,UG,3800.00
2015 - Fall,W-2,UG,3231.88
2015 - Fall,W-3,UG,3813.04
2015 - Fall,W-4,UG,3554.79
2015 - Fall,W-3,UG,3798.96
2015 - Fall,W-3,UG,3300.00
2015 - Fall,W-2,UG,3596.67
2015 - Fall,W-4,UG,3252.50
2015 - Fall,N/A,UG,3206.42
2015 - Fall,W-4,UG,3075.00
2015 - Fall,W-1,GR,3770.14
2015 - Fall,W-3,UG,4697.10
2015 - Fall,W-4,UG,6824.48
2015 - Fall,W-4,UG,0.00
2015 - Fall,W-4,UG,3231.88
2015 - Fall,W-4,UG,0.00
2015 - Fall,W-1,UG,3206.42
2015 - Fall,W-4,UG,5010.68
2015 - Fall,W-4,UG,5199.60
2015 - Fall,W-4,UG,2700.00
2015 - Fall,W-5,UG,0.00
2015 - Fall,W-2,UG,2911.78
2015 - Fall,W-5,GR,5199.60
2015 - Fall,W-4,UG,4159.68
2015 - Fall,W-3,UG,3726.38
2015 - Fall,W-3,UG,3500.00
2015 - Fall,W-4,UG,0.00
2015 - Fall,W-3,UG,3200.00
2015 - Fall,W-3,UG,3899.70
2015 - Fall,W-2,UG,3025.00
2015 - Fall,W-5,UG,3160.00
2015 - Fall,W-1,UG,2762.29
2015 - Fall,W-3,UG,4600.00
2015 - Fall,W-4,UG,3105.89
2015 - Fall,W-3,UG,3350.00
2015 - Fall,W-3,UG,1697.99
2015 - Fall,W-4,UG,4874.63
2015 - Fall,W-4,UG,3500.00
2015 - Fall,W-5,UG,5320.92
2015 - Fall,W-3,UG,4700.00
2015 - Fall,W-1,UG,2500.00
2015 - Fall,W-5,UG,5546.24
2015 - Fall,W-3,UG,2333.00
2015 - Fall,W-3,UG,0.00
2015 - Fall,W-3,UG,3412.24
2015 - Fall,W-4,UG,3120.00
2015 - Fall,W-4,UG,3110.44
2015 - Fall,W-2,UG,2911.78
2015 - Fall,W-4,UG,4250.00
2015 - Fall,W-3,UG,2773.12
2015 - Fall,W-3,UG,2757.42
2015 - Fall,W-4,UG,0.00
2015 - Fall,W-4,UG,5199.60
2015 - Fall,W-4,UG,3160.00
2015 - Fall,W-3,UG,3500.00
2015 - Fall,W-6,GR,7166.67
2015 - Fall,W-5,UG,4600.00
2015 - Fall,W-4,UG,216.65
2015 - Fall,W-3,GR,5199.60
2015 - Fall,W-1,GR,4333.00
2015 - Fall,W-1,UG,3500.00
2015 - Fall,W-2,UG,2800.00
2015 - Fall,W-1,UG,3119.76
2015 - Fall,W-3,UG,2599.80
2015 - Fall,W-5,UG,5050.00
2015 - Fall,W-4,UG,2700.00
2015 - Fall,W-2,UG,1776.53
2015 - Fall,W-3,UG,0.00
2015 - Fall,W-6,UG,5501.18
2015 - Fall,W-4,UG,3813.04
2015 - Fall,W-2,UG,3000.00
2015 - Fall,W-4,UG,2760.99
2015 - Fall,W-4,UG,0.00
2015 - Fall,W-4,UG,2710.00
2015 - Fall,W-2,UG,2717.66
2015 - Fall,W-4,UG,5199.60
2015 - Fall,W-4,UG,3750.00
2015 - Fall,W-3,UG,1125.00
2015 - Fall,W-3,UG,2500.00
2015 - Fall,W-3,UG,3110.01
2015 - Fall,W-3,UG,0.00
2015 - Fall,W-3,UG,5501.18
2015 - Fall,W-3,UG,3359.16
2015 - Fall,W-5,UG,3639.72
2015 - Fall,W-4,UG,3110.01
2015 - Fall,W-5,UG,3700.00
2015 - Fall,W-3,UG,3000.00
2015 - Fall,W-4,UG,3231.88
2015 - Fall,W-5,UG,4267.14
2015 - Fall,W-4,UG,3650.00
2015 - Fall,W-3,UG,3726.38
2015 - Fall,W-4,UG,3319.08
2015 - Fall,W-1,GR,2400.00
2015 - Fall,W-3,UG,3056.00
2015 - Fall,W-3,UG,1906.52
2015 - Fall,W-3,UG,2900.00
2015 - Fall,W-4,UG,6853.25
2015 - Fall,W-3,UG,3110.01
2015 - Fall,N/A,UG,0.00
2015 - Fall,W-4,UG,2000.00
2015 - Fall,W-2,UG,3676.12
2015 - Fall,W-5,UG,3813.04
2015 - Fall,W-4,UG,4830.00
2015 - Fall,W-4,UG,3249.75
2015 - Fall,W-4,UG,0.00
2015 - Fall,W-4,UG,2924.78
2015 - Fall,W-2,UG,3813.04
2015 - Fall,W-4,UG,3972.00
2015 - Fall,W-3,UG,3000.00
2015 - Fall,W-3,UG,3500.00
2015 - Fall,W-2,UG,2437.31
2015 - Fall,W-1,GR,3813.04
2015 - Fall,W-3,UG,3466.40
2015 - Fall,W-4,UG,3160.00
2015 - Fall,W-2,UG,0.00
2015 - Fall,W-2,UG,2800.00
2015 - Fall,W-4,UG,3400.00
2015 - Fall,W-3,UG,4333.00
2015 - Fall,W-4,UG,5050.00
2015 - Fall,W-2,UG,2700.00
2015 - Fall,W-3,UG,3726.38
2015 - Fall,W-1,UG,0.00
2015 - Fall,W-4,UG,4000.00
2015 - Fall,W-1,GR,3574.73
2015 - Fall,W-2,GR,6022.87
2015 - Fall,W-3,UG,3726.38
2015 - Fall,W-2,UG,2729.79
2015 - Fall,W-3,GR,4530.00
2015 - Fall,W-2,UG,2800.00
2015 - Fall,W-3,UG,3630.00
2015 - Fall,W-4,UG,7400.76
2015 - Fall,W-4,UG,4584.31
2015 - Fall,W-4,UG,3500.00
2015 - Fall,W-2,UG,3300.00
2015 - Fall,W-2,UG,3748.05
2015 - Fall,W-1,UG,2253.16
2015 - Fall,W-3,UG,3333.00
2015 - Fall,W-1,UG,2716.79
2015 - Fall,W-1,UG,0.00
2015 - Fall,W-4,UG,3553.06
2015 - Fall,W-3,UG,3231.88
2015 - Fall,W-1,UG,2717.66
2015 - Fall,W-3,UG,2850.00
2015 - Fall,W-4,UG,5142.40
2015 - Fall,W-3,UG,5330.00
2015 - Fall,W-2,UG,0.00
2015 - Fall,W-3,UG,3466.40
2015 - Fall,W-2,UG,3000.00
2015 - Fall,W-2,UG,3546.13
2015 - Fall,W-4,GR,4333.00
2015 - Fall,W-1,GR,4333.00
2015 - Fall,W-4,UG,4675.00
2015 - Fall,W-1,UG,2599.80
2015 - Fall,W-1,UG,3200.00
2015 - Fall,W-2,UG,3920.50
2015 - Fall,W-4,UG,4719.50
2015 - Fall,W-3,UG,3100.00
2015 - Fall,W-1,GR,3500.00
2015 - Fall,W-3,GR,3400.00
2015 - Fall,W-2,GR,3466.40
2015 - Fall,W-1,UG,3293.08
2015 - Fall,W-3,UG,3466.40
2015 - Fall,W-2,UG,2911.78
2015 - Fall,W-2,UG,0.00
2015 - Fall,W-2,UG,3700.00
2015 - Fall,W-3,UG,3737.21
2015 - Fall,W-1,UG,3972.82
2015 - Fall,W-3,UG,4875.00
2015 - Fall,W-4,UG,2220.15
2015 - Fall,W-2,UG,3249.75
2015 - Fall,W-1,UG,0.00
2015 - Fall,W-3,UG,3878.90
2015 - Fall,W-2,UG,1697.99
2015 - Fall,W-2,UG,5100.81
2015 - Fall,W-3,UG,2773.12
2015 - Fall,W-2,UG,0.00
2015 - Fall,W-3,UG,3986.36
2015 - Fall,W-3,UG,2903.11
2015 - Fall,W-1,UG,2500.00
2015 - Fall,W-3,UG,3163.28
2015 - Fall,W-2,UG,3466.40
2015 - Fall,W-2,UG,3100.00
2015 - Fall,W-4,UG,0.00
2015 - Fall,W-3,UG,2911.78
2015 - Fall,W-2,UG,4387.16
2015 - Fall,W-1,UG,2773.12
2015 - Fall,W-1,UG,0.00
2015 - Fall,W-3,UG,3599.10
2015 - Fall,W-2,UG,0.00
2015 - Fall,W-1,UG,0.00
2015 - Fall,W-3,UG,0.00
2015 - Fall,W-4,UG,3833.33
2015 - Fall,W-3,UG,3119.76
2015 - Fall,W-3,UG,2699.46
2015 - Fall,W-2,UG,4333.00
2015 - Fall,W-2,UG,3972.08
2015 - Fall,W-1,UG,1668.21
2015 - Fall,W-1,UG,2426.48
2015 - Fall,W-3,UG,0.00
2015 - Fall,W-1,UG,0.00
2015 - Fall,W-2,UG,2716.79
2015 - Fall,W-2,UG,4852.96
2015 - Fall,W-3,UG,4000.00
2015 - Fall,W-1,UG,3016.85
2015 - Fall,W-3,GR,4333.00
2015 - Fall,W-2,UG,3200.00
2015 - Fall,W-1,UG,2946.44
2015 - Fall,W-3,UG,2816.45
2015 - Fall,W-1,UG,3639.72
2015 - Fall,W-1,GR,3000.00
2015 - Fall,W-1,GR,4449.99
2015 - Fall,W-3,UG,3676.12
2015 - Fall,W-4,GR,4760.00
2015 - Fall,W-3,UG,3231.88
2015 - Fall,W-2,UG,2851.72
2015 - Fall,W-4,UG,2500.00
2015 - Fall,W-2,GR,3119.76
2015 - Fall,W-3,UG,3200.00
2015 - Fall,W-3,UG,0.00
2015 - Fall,W-4,UG,0.00
2015 - Fall,W-3,UG,4600.00
2015 - Fall,W-4,UG,4583.33
2015 - Fall,W-4,UG,5524.58
2015 - Fall,W-3,UG,3574.73
2015 - Fall,W-4,UG,2924.78
2015 - Fall,W-3,UG,4600.00
2015 - Fall,W-2,UG,0.00
2015 - Fall,W-4,UG,4333.00
2015 - Fall,W-4,UG,3231.88
2015 - Fall,W-3,UG,0.00
2015 - Fall,W-4,UG,0.00
2015 - Fall,W-1,UG,3199.49
2015 - Fall,W-1,UG,3466.40
2015 - Fall,W-2,UG,2800.00
2015 - Fall,W-2,UG,3200.00
2015 - Fall,W-2,UG,3639.72
2015 - Fall,W-2,UG,3119.76
2015 - Fall,W-1,UG,3736.40
2015 - Fall,W-1,UG,0.00
2015 - Fall,W-3,UG,2716.79
2015 - Fall,W-1,UG,2880.00
2015 - Fall,W-3,UG,2699.46
2015 - Fall,W-1,UG,3033.10
2015 - Fall,W-1,UG,2426.48
2015 - Fall,W-3,UG,3466.40
2015 - Fall,W-2,UG,3466.40
2015 - Fall,W-1,UG,2800.00
2015 - Fall,W-2,UG,3000.00
2015 - Fall,W-2,UG,3100.00
2015 - Fall,W-2,UG,7279.44
2015 - Fall,W-1,UG,4153.86
2015 - Fall,W-2,UG,3407.47
2015 - Fall,W-2,UG,3016.85
2015 - Fall,W-2,UG,1875.00
2015 - Fall,W-3,UG,3986.36
2015 - Fall,W-2,UG,0.00
2015 - Fall,W-2,UG,3466.40
2015 - Fall,W-3,UG,3250.00
2015 - Fall,W-1,UG,2426.48
2015 - Fall,W-1,UG,2657.00
2015 - Fall,W-3,GR,3600.00
2015 - Fall,W-1,UG,4675.00
2015 - Fall,W-3,UG,3206.42
2015 - Fall,W-3,GR,3440.40
2015 - Fall,W-1,UG,3674.38
2015 - Fall,W-1,UG,3033.10
2015 - Fall,W-1,UG,2296.49
2015 - Fall,W-1,UG,2800.00
2015 - Fall,W-2,UG,3466.40
2015 - Fall,W-2,UG,3000.00
2015 - Fall,W-2,UG,3119.76
2015 - Fall,W-1,GR,2773.12
2015 - Fall,W-2,UG,0.00
2015 - Fall,W-1,UG,2785.00
2015 - Fall,W-2,UG,2716.79
2015 - Fall,W-2,GR,2166.50
2015 - Fall,W-4,GR,3500.00
2015 - Fall,W-1,UG,3119.76
2015 - Fall,W-2,UG,3444.74
2015 - Fall,W-2,UG,2257.00
2015 - Fall,W-1,UG,2274.83
2015 - Fall,W-2,UG,2426.48
2015 - Fall,W-3,GR,5320.92
2015 - Fall,W-2,UG,3951.70
2015 - Fall,W-3,UG,3650.12
2015 - Fall,W-3,UG,2523.54
2015 - Fall,W-2,UG,3466.40
2015 - Fall,W-2,UG,3920.50
2015 - Fall,W-2,UG,3604.17
2015 - Fall,W-1,UG,2426.48
2015 - Fall,W-2,UG,0.00
2015 - Fall,W-2,UG,2946.44
2015 - Fall,W-3,UG,3293.08
2015 - Fall,W-1,UG,3249.75
2015 - Fall,W-1,UG,3100.00
2015 - Fall,W-3,UG,3508.00
2015 - Fall,W-2,UG,2946.44
2015 - Fall,W-2,UG,2699.46
2015 - Fall,W-1,UG,1500.00
2015 - Fall,W-2,UG,6603.49
2015 - Fall,W-2,UG,3100.00
2015 - Fall,W-1,UG,2650.00
2015 - Fall,W-2,UG,3748.05
2015 - Fall,W-1,UG,3074.70
2015 - Fall,W-1,UG,1584.79
2015 - Fall,W-3,UG,3423.07
2015 - Fall,W-1,UG,3618.06
2015 - Fall,W-1,UG,2800.00
2015 - Fall,W-3,UG,4830.00
2015 - Fall,W-2,UG,1554.46
2015 - Fall,W-3,UG,3466.40
2015 - Fall,W-1,UG,3509.73
2015 - Fall,W-3,UG,3533.99
2015 - Fall,W-1,GR,2800.00
2015 - Fall,W-2,UG,2897.91
2015 - Fall,W-2,UG,3200.00
2015 - Fall,W-1,UG,0.00
2015 - Fall,W-2,UG,3124.63
2015 - Fall,W-3,UG,5156.27
2015 - Fall,W-2,UG,2900.00
2015 - Fall,W-3,UG,3500.00
2015 - Fall,W-2,UG,3399.24
2015 - Fall,W-1,UG,2957.00
2015 - Fall,W-2,UG,3748.05
2015 - Fall,W-1,UG,3700.00
2015 - Fall,W-2,UG,3119.76
2015 - Fall,W-2,UG,3933.82
2015 - Fall,W-2,UG,3850.00
2015 - Fall,W-2,UG,3407.47
2015 - Fall,W-2,UG,3163.28
2015 - Fall,W-2,UG,2982.84
2015 - Fall,W-1,UG,2375.57
2015 - Fall,W-1,UG,2426.48
2015 - Fall,W-1,UG,2946.44
2015 - Fall,W-2,UG,4675.00
2015 - Fall,W-2,UG,4200.00
2015 - Fall,W-1,UG,0.00
2015 - Fall,W-2,UG,4159.68
2015 - Fall,W-1,UG,3726.38
2015 - Fall,W-2,UG,3000.00
2015 - Fall,W-2,UG,3748.05
2015 - Fall,W-1,UG,2924.78
2015 - Fall,W-2,UG,3466.40
2015 - Fall,W-2,UG,3230.25
2015 - Fall,W-1,UG,3000.00
2015 - Fall,W-2,UG,3600.00
